"source_id","display_name","works_count","cited_by_count","law_and_de","source_type"
S4306470945,Franzbecker eBooks,21,55,1,ebook platform
S4306470946,Franz Deuticke eBooks,172,3316,17,ebook platform
S4306470948,Franz Steiner eBooks,433,2951,17,ebook platform
S4306470951,Franz Vahlen eBooks,136,967,50,ebook platform
S4306470978,Freies Geistesleben eBooks,36,56,1,ebook platform
S4306470980,Freiheit eBooks,11,18,1,ebook platform
S4306470981,F. Reinhardt eBooks,28,102,1,ebook platform
S4306470996,Friedrich Andreas Perthes eBooks,29,48,1,ebook platform
S4306470997,Friedrich Bassermann eBooks,12,27,1,ebook platform
S4306470998,Friedrich Brandstetter eBooks,14,9,2,ebook platform
S4306470999,Friedrich Cohen eBooks,28,510,3,ebook platform
S4306471001,Friedrich Ebert Stiftung eBooks,84,159,4,ebook platform
S4306471002,Friedrich Frommann eBooks,20,401,1,ebook platform
S4306471007,Friedrich-Schiller-Universität eBooks,66,59,2,ebook platform
S4306471008,Friedrich-Schiller-Universität Jena eBooks,21,6,2,ebook platform
S4306471009,Friedrich Vieweg eBooks,60,320,1,ebook platform
S4306471010,Friedrich Vieweg und Sohn eBooks,23,80,3,ebook platform
S4306471018,Fritz Knapp eBooks,37,117,3,ebook platform
S4306471022,Fr. Junge eBooks,14,5,2,ebook platform
S4306471025,Frommann eBooks,63,158,1,ebook platform
S4306471026,Frommann-Holzboog eBooks,414,4774,24,ebook platform
S4306471027,Fromm Verlag eBooks,98,9,1,ebook platform
S4306471034,F. Schneider eBooks,27,7,1,ebook platform
S4306471035,F. Schöningh eBooks,462,2069,23,ebook platform
S4306471038,F. Siemenroth eBooks,11,4,4,ebook platform
S4306471039,F. Staudenraus eBooks,14,11,1,ebook platform
S4306471040,F. Steiner eBooks,1213,9191,49,ebook platform
S4306471041,F. Steiner Verlag eBooks,28,110,1,ebook platform
S4306471042,F. Steiner Verlag Wiesbaden eBooks,117,640,4,ebook platform
S4306471044,F. Tempsky eBooks,59,83,9,ebook platform
S4306471045,"F. Tempsky , G. Freytag eBooks",28,272,3,ebook platform
S4306471053,Fues eBooks,33,66,7,ebook platform
S4306471054,Fues's Verlag (R. Reisland) eBooks,16,206,1,ebook platform
S4306471107,Furche-Verlag eBooks,67,138,1,ebook platform
S4306471119,F. Vahlen eBooks,330,2059,147,ebook platform
S4306471121,F. Vieweg eBooks,230,1658,5,ebook platform
S4306471136,G.A. Gloeckner eBooks,83,225,9,ebook platform
S4306471167,Gerold eBooks,40,193,2,ebook platform
S4306471179,Galileo Press eBooks,17,70,1,ebook platform
S4306471215,Garland eBooks,1131,6486,1,ebook platform
S4306471247,G. Borntraeger eBooks,66,777,2,ebook platform
S4306471250,G. Braun eBooks,126,575,7,ebook platform
S4306471268,G.D.W. Callwey eBooks,25,59,1,ebook platform
S4306471273,Gebr. Henninger eBooks,15,45,1,ebook platform
S4306471274,Gebr. Mann eBooks,212,1093,2,ebook platform
S4306471278,Gebrüder Paetel eBooks,20,20,1,ebook platform
S4306471282,Gedit eBooks,60,52,1,ebook platform
S4306471285,Gedruckt in der Reichsdruckerei eBooks,17,36,1,ebook platform
S4306471290,Gehlen eBooks,48,287,10,ebook platform
S4306471315,Genossenschafts-Buchdruckerei eBooks,19,26,2,ebook platform
S4306471349,Georg D.W. Callwey eBooks,43,55,1,ebook platform
S4306471372,Georg Olms eBooks,409,3371,6,ebook platform
S4306471373,Georg Reimer eBooks,50,496,2,ebook platform
S4306471374,Georg Stilke eBooks,25,100,9,ebook platform
S4306471377,Georg Westermann eBooks,42,101,1,ebook platform
S4306471395,Gersbach eBooks,17,28,8,ebook platform
S4306471401,Gesellschaft für Informatik eBooks,14,27,1,ebook platform
S4306471405,Gesellschaft für Reichskammergerichtsforschung eBooks,15,12,1,ebook platform
S4306471409,"GESIS Datenarchiv, Köln eBooks",11,80,1,ebook platform
S4306471419,G. Fischer eBooks,1533,17112,70,ebook platform
S4306471429,G. Grote eBooks,55,27,2,ebook platform
S4306471437,G. Hempel eBooks,18,11,6,ebook platform
S4306471438,G. Henle eBooks,676,140,1,ebook platform
S4306471442,G. Hirth eBooks,12,30,2,ebook platform
S4306471443,G.H. Nolte eBooks,58,23,4,ebook platform
S4306471444,G.H. Wigand eBooks,13,78,2,ebook platform
S4306471454,Gieseking eBooks,72,52,40,ebook platform
S4306471463,Girardet eBooks,25,186,1,ebook platform
S4306471471,Giuffrè eBooks,921,3989,2,ebook platform
S4306471473,Giuffrè Editore eBooks,74,177,1,ebook platform
S4306471482,G.J. Manz eBooks,23,30,4,ebook platform
S4306471530,G. Mohn eBooks,53,286,3,ebook platform
S4306471533,G. Müller eBooks,121,134,2,ebook platform
S4306471534,G. Narr eBooks,512,5800,5,ebook platform
S4306471535,G. Neuenhahn eBooks,42,71,1,ebook platform
S4306471554,Goldmann eBooks,150,408,7,ebook platform
S4306471558,G. Olms eBooks,1170,9401,8,ebook platform
S4306471559,G. Olms Verlag eBooks,29,196,1,ebook platform
S4306471560,G. Olzog eBooks,30,112,5,ebook platform
S4306471583,Göschen eBooks,24,76,1,ebook platform
S4306471618,G. Paetel eBooks,16,5,1,ebook platform
S4306471677,"Grass, Barth eBooks",20,8,1,ebook platform
S4306471704,Gregg International eBooks,160,477,2,ebook platform
S4306471710,Greifenverlag eBooks,20,14,1,ebook platform
S4306471711,G. Reimer eBooks,185,1484,5,ebook platform
S4306471714,Greno eBooks,13,17,1,ebook platform
S4306471717,Grethlein eBooks,18,27,1,ebook platform
S4306471718,Greven eBooks,38,41,1,ebook platform
S4306471724,Grieben eBooks,31,26,3,ebook platform
S4306471731,GRIN eBooks,39,27,3,ebook platform
S4306471732,GRIN Verlag eBooks,138,28,6,ebook platform
S4306471742,Groningen : ASPO eBooks,15,0,1,ebook platform
S4306471745,Groningen : Wolters-Noordhoff eBooks,43,534,1,ebook platform
S4306471751,Grote eBooks,55,273,13,ebook platform
S4306471775,G. Schade eBooks,252,187,5,ebook platform
S4306471781,G. Schulte-Bulmke eBooks,23,69,1,ebook platform
S4306471782,GS1 Schweiz eBooks,19,7,1,ebook platform
S4306471783,G. Stalling eBooks,30,90,1,ebook platform
S4306471785,G. Stilke eBooks,60,60,13,ebook platform
S4306471824,Günter Olzog eBooks,13,63,1,ebook platform
S4306471830,Gustav Fischer eBooks,686,8414,26,ebook platform
S4306471831,Gustav Fischer Verlag eBooks,70,1200,1,ebook platform
S4306471836,Gutenberg eBooks,17,16,1,ebook platform
S4306471841,Guttentag eBooks,16,67,6,ebook platform
S4306471851,G. Westermann eBooks,95,304,2,ebook platform
S4306471863,Haag + Herchen eBooks,103,276,4,ebook platform
S4306471865,Haag und Herchen eBooks,46,97,2,ebook platform
S4306471885,H. Adler eBooks,44,14,2,ebook platform
S4306471894,Hahn eBooks,120,680,10,ebook platform
S4306471896,Hahnsche Buchhandlung eBooks,108,1018,3,ebook platform
S4306471898,Hain eBooks,202,1124,8,ebook platform
S4306471899,Hainholz eBooks,13,11,1,ebook platform
S4306471908,Halem eBooks,23,250,1,ebook platform
S4306471917,Hamburger Edition eBooks,56,1603,1,ebook platform
S4306471924,Hammer eBooks,26,142,1,ebook platform
S4306471927,Hampp eBooks,57,254,1,ebook platform
S4306471929,Handelsblatt eBooks,61,8,13,ebook platform
S4306471939,Hannover : Universität Hannover. Institut für Geologie und Paläontologie eBooks,46,99,1,ebook platform
S4306471941,Hannover: Verlag der ARL - Akademie für Raumforschung und Landesplanung eBooks,205,78,2,ebook platform
S4306471944,Hanseatische Verlagsanstalt eBooks,131,639,18,ebook platform
S4306471946,Hanser eBooks,261,2684,4,ebook platform
S4306471947,Hans Huber eBooks,193,1733,1,ebook platform
S4306471948,Hansischer Gildenverlag eBooks,12,24,3,ebook platform
S4306471950,Hans Schneider eBooks,49,186,1,ebook platform
S4306471951,Hans Sikorski eBooks,23,0,1,ebook platform
S4306471955,Hanstein eBooks,34,264,3,ebook platform
S4306471966,Harenberg eBooks,157,72,1,ebook platform
S4306471992,Harrassowitz in Kommission eBooks,32,125,1,ebook platform
S4306471994,Harri Deutsch eBooks,23,1631,1,ebook platform
S4306471999,Hart eBooks,182,2059,2,ebook platform
S4306472004,Hartung-Gorre eBooks,93,122,10,ebook platform
S4306472035,H. Aschehoug eBooks,84,463,1,ebook platform
S4306472036,Hase & Koehler eBooks,22,86,1,ebook platform
S4306472045,Hatje Cantz eBooks,732,955,1,ebook platform
S4306472048,Haude & Spener eBooks,35,142,2,ebook platform
S4306472051,Haufe eBooks,1610,191,123,ebook platform
S4306472052,Haufe Mediengruppe eBooks,14,41,6,ebook platform
S4306472054,Haupt eBooks,758,3497,68,ebook platform
S4306472055,Haupt Verlag eBooks,132,326,3,ebook platform
S4306472077,H. Barsdorf eBooks,19,44,1,ebook platform
S4306472079,H. Beyer eBooks,184,89,3,ebook platform
S4306472083,H. Böhlau eBooks,161,675,13,ebook platform
S4306472084,H. Böhlaus eBooks,64,368,4,ebook platform
S4306472086,H. Böhlaus Nachfolger eBooks,57,347,3,ebook platform
S4306472087,H. Boldt eBooks,40,182,2,ebook platform
S4306472088,H. Bouvier eBooks,103,756,7,ebook platform
S4306472137,Heidelberg University Publishing (heiUP) eBooks,49,119,2,ebook platform
S4306472153,Heinrich-Heine-Universität Düsseldorf eBooks,37,210,1,ebook platform
S4306472157,Heinr. & J. Lechte eBooks,16,16,3,ebook platform
S4306472159,Heitz eBooks,52,181,1,ebook platform
S4306472161,Helbing und Lichtenhahn eBooks,39,96,15,ebook platform
S4306472178,Helwing eBooks,38,61,17,ebook platform
S4306472204,hep eBooks,302,255,3,ebook platform
S4306472207,Herbert Lang eBooks,57,146,5,ebook platform
S4306472208,"Herbert Lang , Peter Lang eBooks",95,282,9,ebook platform
S4306472209,Herbert Reich eBooks,18,22,1,ebook platform
S4306472210,Herbert Utz eBooks,13,20,1,ebook platform
S4306472211,Herbert Utz Verlag eBooks,14,9,2,ebook platform
S4306472214,Herbig eBooks,61,95,2,ebook platform
S4306472217,Herder & Herder eBooks,31,253,1,ebook platform
S4306472218,Herdersche Verlagshandlung eBooks,26,67,1,ebook platform
S4306472220,H. Erdmann eBooks,18,37,2,ebook platform
S4306472221,HERDT eBooks,29,0,2,ebook platform
S4306472230,Hermann Beyer & Söhne eBooks,27,83,1,ebook platform
S4306472231,Hermann Beyer & Söhne (Beyer & Mann) eBooks,32,22,1,ebook platform
S4306472232,Hermann Böhlau eBooks,13,73,1,ebook platform
S4306472233,Hermann Böhlaus eBooks,16,176,1,ebook platform
S4306472234,Hermann Böhlaus Nachf. eBooks,39,141,3,ebook platform
S4306472235,Hermann Böhlaus Nachfolger eBooks,56,177,4,ebook platform
S4306472236,Hermann Costenoble eBooks,26,64,1,ebook platform
S4306472240,Hermann Luchterhand eBooks,29,80,10,ebook platform
S4306472250,Herold eBooks,43,183,3,ebook platform
S4306472262,Heuser eBooks,12,1,1,ebook platform
S4306472264,Heymann eBooks,252,637,128,ebook platform
S4306472265,Heymanns eBooks,87,159,39,ebook platform
S4306472271,H. Fleischmann eBooks,14,13,2,ebook platform
S4306472274,H. Georg eBooks,36,17,3,ebook platform
S4306472277,H. Haessel eBooks,68,157,5,ebook platform
S4306472284,H. Huber eBooks,204,2210,1,ebook platform
S4306472287,Hiersemann eBooks,80,347,1,ebook platform
S4306472288,Hier und Jetzt eBooks,53,12,1,ebook platform
S4306472313,Hinstorff eBooks,33,20,1,ebook platform
S4306472323,Hirschfeld eBooks,23,54,2,ebook platform
S4306472326,Hirzel eBooks,121,1284,1,ebook platform
S4306472327,HIS eBooks,107,915,1,ebook platform
S4306472343,Hitzeroth eBooks,38,198,1,ebook platform
S4306472352,H. Lang eBooks,50,87,3,ebook platform
S4306472354,H. Laupp eBooks,261,1185,26,ebook platform
S4306472360,H. Luchterhand eBooks,39,133,6,ebook platform
S4306472373,Hochschulverlag eBooks,29,59,3,ebook platform
S4306472385,Hofbuchdr. von C.A. Kaemmerer eBooks,23,2,1,ebook platform
S4306472386,Hoffmann eBooks,57,140,4,ebook platform
S4306472387,Hoffmann & Campe eBooks,14,48,1,ebook platform
S4306472388,Hoffmann und Campe eBooks,327,1802,7,ebook platform
S4306472389,Höflich eBooks,421,3,1,ebook platform
S4306472390,Hofmann eBooks,346,1768,6,ebook platform
S4306472391,Hof- und Staatsdruckerei eBooks,23,52,2,ebook platform
S4306472413,Hölder eBooks,53,483,4,ebook platform
S4306472414,Hölder-Pichler-Tempsky eBooks,111,519,9,ebook platform
S4306472430,Holzhausen eBooks,23,126,1,ebook platform
S4306472431,Holzner eBooks,20,64,1,ebook platform
S4306472432,Holzner-Verlag eBooks,18,51,1,ebook platform
S4306472455,Hoppenstedt eBooks,18,18,2,ebook platform
S4306472485,H.R. Engelmann eBooks,27,115,2,ebook platform
S4306472486,H.R. Sauerländer eBooks,49,86,14,ebook platform
S4306472487,H. Sack eBooks,11,2,8,ebook platform
S4306472489,H. Schneider eBooks,183,629,2,ebook platform
S4306472490,H. Schroedel eBooks,55,177,1,ebook platform
S4306472496,H. Steinitz eBooks,14,3,1,ebook platform
S4306472526,Humboldt-Universität zu Berlin eBooks,1023,991,20,ebook platform
S4306472528,"Humboldt-Universität zu Berlin, Exzellenzcluster 264 Topoi eBooks",122,92,1,ebook platform
S4306472530,"Humboldt-Universität zu Berlin, Interdisziplinäre Zentren und Einrichtungen, Hermann von Helmholtz-Zentrum für Kulturtechnik eBooks",22,3,4,ebook platform
S4306472534,"Humboldt-Universität zu Berlin, Mori Ogai Gedenkstätte eBooks",24,3,1,ebook platform
S4306472538,"Humboldt-Universität zu Berlin, Philosophische Fakultät I, Institut für Bibliotheks- und Informationswissenschaft eBooks",170,34,3,ebook platform
S4306472539,"Humboldt-Universität zu Berlin, Philosophische Fakultät IV, Institut für Erziehungswissenschaften eBooks",45,25,2,ebook platform
S4306472540,"Humboldt-Universität zu Berlin, Universitätsbibliothek der Humboldt-Universität eBooks",57,13,1,ebook platform
S4306472541,"Humboldt-Universität zu Berlin, Wirtschaftswissenschaftliche Fakultät eBooks",354,439,1,ebook platform
S4306472562,Hüthig eBooks,50,384,11,ebook platform
S4306472572,H.W. Müller eBooks,20,2,14,ebook platform
S4306472574,H.W. Schmidt eBooks,20,33,1,ebook platform
S4306472606,IBFD eBooks,2872,623,2,ebook platform
S4306472627,ICFAI University Press eBooks,107,1048,1,ebook platform
S4306472640,I. Czwalina eBooks,34,50,1,ebook platform
S4306472664,IDT-HSG eBooks,50,62,3,ebook platform
S4306472665,IDW eBooks,18,48,8,ebook platform
S4306472666,IDW-Verl. eBooks,20,37,3,ebook platform
S4306472667,IDW-Verlag eBooks,108,299,36,ebook platform
S4306472685,Ifo-Institut für Wirtschaftsforschung eBooks,56,92,4,ebook platform
S4306472693,IGNOU eBooks,4920,84,2,ebook platform
S4306472705,IKAÖ eBooks,11,10,1,ebook platform
S4306472711,IKO-Verlag für Interkulturelle Kommunikation eBooks,35,162,1,ebook platform
S4306472712,Ikubundo eBooks,76,66,1,ebook platform
S4306472752,IMP-HSG eBooks,16,14,2,ebook platform
S4306472779,Imprimeries réunies eBooks,29,14,12,ebook platform
S4306472787,Im Selbstverlag der Geographischen Kommission für Westfalen eBooks,11,12,1,ebook platform
S4306472795,Im Selbstverlage des Verfassers eBooks,38,89,10,ebook platform
S4306472806,Indecopi eBooks,40,4,1,ebook platform
S4306472832,"Indian Law Institute,New Delhi eBooks",98,120,1,ebook platform
S4306472867,Industrieverlag Spaeth & Linde eBooks,37,128,12,ebook platform
S4306472888,In-house reproduction eBooks,3029,16850,57,ebook platform
S4306472897,In Kommission bei Alfred Hölder eBooks,13,71,1,ebook platform
S4306472904,In Kommission bei Otto Harrassowitz eBooks,16,40,1,ebook platform
S4306472909,Iudicium eBooks,394,1106,3,ebook platform
S4306472919,Insel eBooks,828,1804,3,ebook platform
S4306472920,Insel-Verl eBooks,40,64,1,ebook platform
S4306472921,Insel Verlag eBooks,518,1000,3,ebook platform
S4306473045,J.F. Bergmann eBooks,404,2412,3,ebook platform
S4306473121,Institut für Arbeitsmarkt- und Berufsforschung der Bundesanstalt für Arbeit eBooks,168,653,4,ebook platform
S4306473123,Institut für Asienkunde eBooks,173,273,12,ebook platform
S4306473130,Institut für Geschichte der Arabisch-Islamischen Wissenschaften an der Johann Wolfgang Goethe-Universität eBooks,37,100,1,ebook platform
S4306473135,Institut für Politikwissenschaft eBooks,18,13,3,ebook platform
S4306473136,Institut für Rechtswissenschaft und Rechtspraxis eBooks,28,2,10,ebook platform
S4306473137,Institut für Rechtswissenschaft und Rechtspraxis (IRP-HSG) eBooks,132,5,77,ebook platform
S4306473141,Institut für Versicherungswirtschaft eBooks,21,14,4,ebook platform
S4306473142,Institut für Versicherungswirtschaft der Universität St. Gallen eBooks,13,18,2,ebook platform
S4306473143,Institut für Weltwirtschaft an der Universität Kiel eBooks,20,317,1,ebook platform
S4306473144,Institut für Wirtschaftspädagogik eBooks,51,79,1,ebook platform
S4306473145,Institut für Wirtschaftspolitik an der Universität zu Köln eBooks,16,28,2,ebook platform
S4306473179,J. Fischer eBooks,13,5,1,ebook platform
S4306473277,Inter Documentation Co. eBooks,1071,1787,40,ebook platform
S4306473336,Internationaler Arbeiter-Verlag eBooks,24,11,5,ebook platform
S4306473420,Internetpublikation eBooks,23,26,2,ebook platform
S4306473489,Isar eBooks,18,50,4,ebook platform
S4306473601,J.A. Barth eBooks,472,4856,4,ebook platform
S4306473606,J. Abel eBooks,167,85,12,ebook platform
S4306473638,Jänecke eBooks,12,14,1,ebook platform
S4306473641,Jan Thorbecke Verlag eBooks,89,102,4,ebook platform
S4306473714,J. Beltz eBooks,78,264,1,ebook platform
S4306473717,J. Bensheimer eBooks,90,189,51,ebook platform
S4306473719,J.B. Hirschfeld eBooks,26,35,2,ebook platform
S4306473724,"J.B. Metzler , Für Oestreich in Commission von Mörschner und Jasper eBooks",13,1,1,ebook platform
S4306473729,J.B. Wallishausser eBooks,11,2,3,ebook platform
S4306473734,J.C.B. Mohr eBooks,1360,11661,283,ebook platform
S4306473737,J.C.B. Mohr (Paul Siebeck) eBooks,281,2937,47,ebook platform
S4306473738,J.C.B. Mohr (P. Siebeck) eBooks,104,578,18,ebook platform
S4306473739,J.C.C. Bruns eBooks,13,8,3,ebook platform
S4306473742,J.C. Hinrich eBooks,21,52,1,ebook platform
S4306473743,J.C. Hinrichs eBooks,168,1239,2,ebook platform
S4306473744,J.C. Hinrichs'sche Buchh. eBooks,110,812,3,ebook platform
S4306473745,J.C. Hinrichs'sche Buchhandlung eBooks,24,27,1,ebook platform
S4306473759,J.D. Sauerländer eBooks,36,154,1,ebook platform
S4306473770,"Jena: Ernst-Abbe-Fachhochschule, Fachbereich Betriebswirtschaft eBooks",14,25,2,ebook platform
S4306473771,J. Engelhorn eBooks,42,145,2,ebook platform
S4306473778,J. Eul eBooks,35,169,3,ebook platform
S4306473780,J.F. Lehmann eBooks,290,1386,3,ebook platform
S4306473781,J.F. Lehmanns eBooks,56,471,2,ebook platform
S4306473784,J.F. Steinkopf eBooks,20,22,1,ebook platform
S4306473787,J.G. Cotta eBooks,368,1490,28,ebook platform
S4306473788,J.G. Cotta'schen Buchhandlung eBooks,35,40,1,ebook platform
S4306473792,J. Guttentag eBooks,127,87,71,ebook platform
S4306473797,J.H. Ed. Heitz eBooks,28,243,1,ebook platform
S4306473803,J. Hörning eBooks,41,54,1,ebook platform
S4306473805,J.H.W. Dietz eBooks,151,779,6,ebook platform
S4306473806,J.H.W. Dietz Nachf. eBooks,92,304,3,ebook platform
S4306473819,J. Klinkhardt eBooks,91,238,2,ebook platform
S4306473822,J. Kösel eBooks,19,24,2,ebook platform
S4306473824,J. Krause eBooks,14,12,4,ebook platform
S4306473831,J. Lindauer eBooks,34,10,4,ebook platform
S4306473844,J.M. Gebhardt eBooks,19,15,5,ebook platform
S4306473849,J.M. Richter eBooks,14,2,1,ebook platform
S4306473852,J. Murray eBooks,484,1780,1,ebook platform
S4306473858,Johann Ambrosius Barth eBooks,278,3015,3,ebook platform
S4306473860,Johannes Müller eBooks,24,109,1,ebook platform
S4306473862,Johann-Gottfried-Herder-Institut eBooks,21,28,3,ebook platform
S4306473887,Johnson Reprint eBooks,262,2339,1,ebook platform
S4306473904,Jonas eBooks,23,75,1,ebook platform
S4306473918,Josef Eul eBooks,14,15,4,ebook platform
S4306473919,Josef Eul Verlag eBooks,26,11,2,ebook platform
S4306473928,Jos. Kösel eBooks,20,10,1,ebook platform
S4306473933,"""Journalfranz"" Arnulf Liebing eBooks",14,28,2,ebook platform
S4306473938,Jovene eBooks,165,977,1,ebook platform
S4306473946,J.P. Bachem eBooks,69,181,3,ebook platform
S4306473948,J. Perthes eBooks,45,138,1,ebook platform
S4306473956,J. Ricker eBooks,14,60,1,ebook platform
S4306473964,J. Schweitzer eBooks,88,100,46,ebook platform
S4306473972,J. Thorbecke eBooks,258,1292,8,ebook platform
S4306473979,Jugend und Volk eBooks,64,107,1,ebook platform
S4306473980,Jugend & Volk eBooks,24,29,2,ebook platform
S4306473982,J.U. Kern eBooks,34,215,6,ebook platform
S4306473987,Julius Abel eBooks,14,4,3,ebook platform
S4306473988,Julius Beltz eBooks,56,261,1,ebook platform
S4306473990,Julius Hoffmann eBooks,31,38,1,ebook platform
S4306473996,Junge eBooks,58,39,2,ebook platform
S4306473998,Junius eBooks,243,2053,1,ebook platform
S4306474001,Junker & Dünnhaupt eBooks,33,128,2,ebook platform
S4306474002,Junker und Dünnhaupt eBooks,186,628,14,ebook platform
S4306474003,Junker und Dünnhaupt Verlag eBooks,14,49,2,ebook platform
S4306474015,Juris eBooks,60,100,5,ebook platform
S4306474016,Juris Druck + Verlag eBooks,13,28,1,ebook platform
S4306474021,Juris-Verlag eBooks,32,63,7,ebook platform
S4306474028,Juventa Verlag eBooks,158,3848,1,ebook platform
S4306474058,Kaiser eBooks,182,790,2,ebook platform
S4306474060,"Kaiser, Gütersloher Verlagshaus eBooks",16,169,2,ebook platform
S4306474062,Kaiserlich-Königlichen Hof- und Staatsdruckerei eBooks,18,129,1,ebook platform
S4306474064,K. Alber eBooks,333,2405,10,ebook platform
S4306474069,Kallmeyer eBooks,21,131,1,ebook platform
S4306474073,Kameradschaft eBooks,20,42,4,ebook platform
S4306474094,Karl Alber eBooks,167,1093,5,ebook platform
S4306474097,Karl Hofmann eBooks,79,417,2,ebook platform
S4306474100,Karl-Marx-Haus eBooks,28,19,1,ebook platform
S4306474101,Karl-Marx-Universität eBooks,19,42,4,ebook platform
S4306474106,Karl Siegismund eBooks,19,5,2,ebook platform
S4306474110,Karl Wachholtz eBooks,18,133,1,ebook platform
S4306474121,Kassel University Press eBooks,45,87,3,ebook platform
S4306474150,K. Baedeker eBooks,23,6,2,ebook platform
S4306474152,KBW Verlag eBooks,16,126,1,ebook platform
S4306474164,Kehrer eBooks,58,28,2,ebook platform
S4306474169,Keip Verlag eBooks,104,194,55,ebook platform
S4306474170,"Keip , Yushodo eBooks",27,59,18,ebook platform
S4306474214,K.F. Koehler eBooks,82,376,4,ebook platform
S4306474224,Kiehl eBooks,23,114,6,ebook platform
S4306474227,Kiepenheuer & Witsch eBooks,323,2457,3,ebook platform
S4306474262,KIT Scientific Publishing eBooks,1806,3519,33,ebook platform
S4306474263,K.J. Trübner eBooks,44,114,2,ebook platform
S4306474265,K.J. Wyss eBooks,37,113,5,ebook platform
S4306474268,K.K. Hof- und Staatsdruckerei eBooks,74,186,1,ebook platform
S4306474272,Klartext Verlag eBooks,58,185,2,ebook platform
S4306474275,Kleine eBooks,26,292,3,ebook platform
S4306474276,Kleine Verlag eBooks,12,60,1,ebook platform
S4306474277,Klett eBooks,280,2818,10,ebook platform
S4306474278,Klett-Cotta eBooks,751,9116,19,ebook platform
S4306474279,Klett/Kallmeyer eBooks,25,263,1,ebook platform
S4306474281,Klinkhardt eBooks,409,2173,2,ebook platform
S4306474295,Kluwer Rechtswetenschappen eBooks,116,24,6,ebook platform
S4306474298,Knapp eBooks,109,343,4,ebook platform
S4306474299,Knaur eBooks,522,502,3,ebook platform
S4306474312,Koch eBooks,17,12,1,ebook platform
S4306474324,Koehler & Amelang eBooks,92,487,1,ebook platform
S4306474333,Kohlhammer eBooks,1113,6556,91,ebook platform
S4306474340,Köllen eBooks,10,41,1,ebook platform
S4306474342,Kommission für Bayerische Landesgeschichte eBooks,14,29,3,ebook platform
S4306474345,Kommissionsverlag UNI-Druck eBooks,12,28,1,ebook platform
S4306474346,"Kommunikationsforum Recht, Wirtschaft, Steuern eBooks",14,42,7,ebook platform
S4306474347,"Kommunikationsforum Recht, Wirtschaft, Steuern, Tagungs- und Verlagsgesellschaft eBooks",15,2,9,ebook platform
S4306474354,Kongress-Verlag eBooks,18,19,1,ebook platform
S4306474355,König eBooks,60,45,2,ebook platform
S4306474359,Königlichen Statistischen Bureaus eBooks,29,8,1,ebook platform
S4306474361,Königshausen und Neumann eBooks,124,236,1,ebook platform
S4306474374,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten eBooks,27,60,1,ebook platform
S4306474382,Konrad Triltsch eBooks,66,67,1,ebook platform
S4306474383,Konrad Wittwer eBooks,26,58,2,ebook platform
S4306474384,Konstanzer Arbeitskreis für Mittelalteriche Geschichte eBooks,41,54,2,ebook platform
S4306474387,kopaed eBooks,31,48,1,ebook platform
S4306474400,Kösel eBooks,252,1049,1,ebook platform
S4306474401,Kösel-Verlag eBooks,99,490,2,ebook platform
S4306474413,KOTRA (대한무역투자진흥공사) Invest Korea eBooks,336,8,2,ebook platform
S4306474416,Kovac eBooks,24,38,3,ebook platform
S4306474417,Kovač eBooks,283,464,47,ebook platform
S4306474427,KPM-Verlag eBooks,26,27,8,ebook platform
S4306474464,Kraków : Wydawnictwo Uniwersytetu Jagiellońskiego eBooks,212,129,1,ebook platform
S4306474470,Kramer eBooks,19,31,2,ebook platform
S4306474471,Krämer eBooks,49,102,1,ebook platform
S4306474473,Kraus Reprint eBooks,1138,6317,5,ebook platform
S4306474478,Kreuz eBooks,60,139,1,ebook platform
S4306474479,Kreuz-Verlag eBooks,89,321,2,ebook platform
S4306474482,Kriminalistik eBooks,26,112,5,ebook platform
S4306474483,Kriminalistik Verlag eBooks,53,162,10,ebook platform
S4306474485,Kriminologische Zentralstelle eBooks,12,45,1,ebook platform
S4306474486,Krische eBooks,11,30,1,ebook platform
S4306474492,Kröner eBooks,113,976,1,ebook platform
S4306474498,K. Schwarz eBooks,55,329,1,ebook platform
S4306474502,K. Siegismund eBooks,12,23,1,ebook platform
S4306474503,K. Stenger eBooks,16,43,1,ebook platform
S4306474510,K. Triltsch eBooks,56,57,4,ebook platform
S4306474518,Kulturstiftung der Deutschen Vertriebenen eBooks,20,41,4,ebook platform
S4306474519,Kulturverlag Kadmos eBooks,60,269,1,ebook platform
S4306474523,Kümmerle eBooks,154,197,1,ebook platform
S4306474525,Kümmerly & Frey eBooks,30,42,1,ebook platform
S4306474547,Kurt Schroeder eBooks,14,70,1,ebook platform
S4306474548,Kurt Vowinckel eBooks,14,65,1,ebook platform
S4306474554,K. Wachholtz eBooks,73,350,1,ebook platform
S4306474559,K. Wittwer eBooks,24,30,1,ebook platform
S4306474560,K. Wolff eBooks,48,108,1,ebook platform
S4306474635,Lambert Schneider eBooks,40,206,5,ebook platform
S4306474636,Lambertus eBooks,76,447,2,ebook platform
S4306474658,Lang eBooks,1029,3010,61,ebook platform
S4306474662,Langenscheidt eBooks,340,521,6,ebook platform
S4306474669,Lannoo eBooks,271,119,1,ebook platform
S4306474690,Larcier eBooks,777,232,6,ebook platform
S4306474722,Laupp eBooks,42,243,3,ebook platform
S4306474799,Leemann eBooks,30,34,2,ebook platform
S4306474809,Lehmanns Media eBooks,13,122,1,ebook platform
